Exchange,Token,LotSize,GNGD,Symbol,TradingSymbol,Expiry,Instrument,OptionType,StrikePrice,TickSize,
MCX,437850,1250,1,NATURALGAS,NATURALGAS24OCT24P250,24-OCT-2024,OPTFUT,PE,250,0.05,
MCX,437851,1250,1,NATURALGAS,NATURALGAS24OCT24P255,24-OCT-2024,OPTFUT,PE,255,0.05,
MCX,437852,1250,1,NATURALGAS,NATURALGAS24OCT24P260,24-OCT-2024,OPTFUT,PE,260,0.05,
MCX,437853,1250,1,NATURALGAS,NATURALGAS24OCT24P265,24-OCT-2024,OPTFUT,PE,265,0.05,
MCX,437854,1250,1,NATURALGAS,NATURALGAS24OCT24P270,24-OCT-2024,OPTFUT,PE,270,0.05,
MCX,437855,1250,1,NATURALGAS,NATURALGAS24OCT24P275,24-OCT-2024,OPTFUT,PE,275,0.05,
MCX,437856,1250,1,NATURALGAS,NATURALGAS24OCT24P280,24-OCT-2024,OPTFUT,PE,280,0.05,
MCX,437857,1250,1,NATURALGAS,NATURALGAS24OCT24P285,24-OCT-2024,OPTFUT,PE,285,0.05,
MCX,437858,1250,1,NATURALGAS,NATURALGAS24OCT24P290,24-OCT-2024,OPTFUT,PE,290,0.05,
MCX,437859,1250,1,NATURALGAS,NATURALGAS24OCT24P295,24-OCT-2024,OPTFUT,PE,295,0.05,
MCX,437860,1250,1,NATURALGAS,NATURALGAS24OCT24P300,24-OCT-2024,OPTFUT,PE,300,0.05,
MCX,438023,1250,1,NATURALGAS,NATURALGAS24OCT24C145,24-OCT-2024,OPTFUT,CE,145,0.05,
MCX,438024,1250,1,NATURALGAS,NATURALGAS24OCT24P145,24-OCT-2024,OPTFUT,PE,145,0.05,
MCX,438059,1250,1,NATURALGAS,NATURALGAS23AUG24C95,23-AUG-2024,OPTFUT,CE,95,0.05,
MCX,438060,1250,1,NATURALGAS,NATURALGAS23SEP24C105,23-SEP-2024,OPTFUT,CE,105,0.05,
MCX,438061,1250,1,NATURALGAS,NATURALGAS23AUG24P95,23-AUG-2024,OPTFUT,PE,95,0.05,
MCX,438062,1250,1,NATURALGAS,NATURALGAS23SEP24P105,23-SEP-2024,OPTFUT,PE,105,0.05,
MCX,438127,1250,1,NATURALGAS,NATURALGAS23AUG24C90,23-AUG-2024,OPTFUT,CE,90,0.05,
MCX,438128,1250,1,NATURALGAS,NATURALGAS23SEP24C100,23-SEP-2024,OPTFUT,CE,100,0.05,
MCX,438129,1250,1,NATURALGAS,NATURALGAS24OCT24C140,24-OCT-2024,OPTFUT,CE,140,0.05,
MCX,438130,1250,1,NATURALGAS,NATURALGAS23AUG24P90,23-AUG-2024,OPTFUT,PE,90,0.05,
MCX,438131,1250,1,NATURALGAS,NATURALGAS23SEP24P100,23-SEP-2024,OPTFUT,PE,100,0.05,
MCX,438132,1250,1,NATURALGAS,NATURALGAS24OCT24P140,24-OCT-2024,OPTFUT,PE,140,0.05,
MCX,438286,1250,1,NATURALGAS,NATURALGAS24OCT24C135,24-OCT-2024,OPTFUT,CE,135,0.05,
MCX,438287,1250,1,NATURALGAS,NATURALGAS24OCT24P135,24-OCT-2024,OPTFUT,PE,135,0.05,
MCX,438386,1250,1,NATURALGAS,NATURALGAS24OCT24C305,24-OCT-2024,OPTFUT,CE,305,0.05,
MCX,438387,1250,1,NATURALGAS,NATURALGAS24OCT24P305,24-OCT-2024,OPTFUT,PE,305,0.05,
MCX,430393,5,1000,LEAD,LEAD30AUG24,30-AUG-2024,FUTCOM,XX,0,0.05,
MCX,432985,5,1000,LEAD,LEAD30SEP24,30-SEP-2024,FUTCOM,XX,0,0.05,
MCX,435349,5,1000,LEAD,LEAD31OCT24,31-OCT-2024,FUTCOM,XX,0,0.05,
MCX,436239,5,1000,LEAD,LEAD29NOV24,29-NOV-2024,FUTCOM,XX,0,0.05,
MCX,437988,5,1000,LEAD,LEAD31DEC24,31-DEC-2024,FUTCOM,XX,0,0.05,
MCX,430397,5,1000,ZINC,ZINC30AUG24,30-AUG-2024,FUTCOM,XX,0,0.05,
MCX,432988,5,1000,ZINC,ZINC30SEP24,30-SEP-2024,FUTCOM,XX,0,0.05,
MCX,435351,5,1000,ZINC,ZINC31OCT24,31-OCT-2024,FUTCOM,XX,0,0.05,
MCX,436242,5,1000,ZINC,ZINC29NOV24,29-NOV-2024,FUTCOM,XX,0,0.05,
MCX,437987,5,1000,ZINC,ZINC31DEC24,31-DEC-2024,FUTCOM,XX,0,0.05,
MCX,432996,5,1000,ZINC,ZINC21AUG24C260,21-AUG-2024,OPTFUT,CE,260,0.01,
MCX,432997,5,1000,ZINC,ZINC21AUG24P260,21-AUG-2024,OPTFUT,PE,260,0.01,
MCX,433028,5,1000,ZINC,ZINC21AUG24C257.5,21-AUG-2024,OPTFUT,CE,257.5,0.01,
MCX,433029,5,1000,ZINC,ZINC21AUG24C255,21-AUG-2024,OPTFUT,CE,255,0.01,
MCX,433030,5,1000,ZINC,ZINC21AUG24C252.5,21-AUG-2024,OPTFUT,CE,252.5,0.01,
MCX,433031,5,1000,ZINC,ZINC21AUG24C250,21-AUG-2024,OPTFUT,CE,250,0.01,
MCX,433032,5,1000,ZINC,ZINC21AUG24C247.5,21-AUG-2024,OPTFUT,CE,247.5,0.01,
MCX,433033,5,1000,ZINC,ZINC21AUG24C245,21-AUG-2024,OPTFUT,CE,245,0.01,
MCX,433034,5,1000,ZINC,ZINC21AUG24C242.5,21-AUG-2024,OPTFUT,CE,242.5,0.01,
MCX,433035,5,1000,ZINC,ZINC21AUG24C262.5,21-AUG-2024,OPTFUT,CE,262.5,0.01,
MCX,433036,5,1000,ZINC,ZINC21AUG24C265,21-AUG-2024,OPTFUT,CE,265,0.01,
MCX,433037,5,1000,ZINC,ZINC21AUG24C267.5,21-AUG-2024,OPTFUT,CE,267.5,0.01,
MCX,433038,5,1000,ZINC,ZINC21AUG24C270,21-AUG-2024,OPTFUT,CE,270,0.01,
MCX,433039,5,1000,ZINC,ZINC21AUG24C272.5,21-AUG-2024,OPTFUT,CE,272.5,0.01,
MCX,433040,5,1000,ZINC,ZINC21AUG24C275,21-AUG-2024,OPTFUT,CE,275,0.01,
MCX,433041,5,1000,ZINC,ZINC21AUG24C277.5,21-AUG-2024,OPTFUT,CE,277.5,0.01,
MCX,433042,5,1000,ZINC,ZINC21AUG24P257.5,21-AUG-2024,OPTFUT,PE,257.5,0.01,
MCX,433043,5,1000,ZINC,ZINC21AUG24P255,21-AUG-2024,OPTFUT,PE,255,0.01,
MCX,433044,5,1000,ZINC,ZINC21AUG24P252.5,21-AUG-2024,OPTFUT,PE,252.5,0.01,
MCX,433045,5,1000,ZINC,ZINC21AUG24P250,21-AUG-2024,OPTFUT,PE,250,0.01,
MCX,433046,5,1000,ZINC,ZINC21AUG24P247.5,21-AUG-2024,OPTFUT,PE,247.5,0.01,
MCX,433047,5,1000,ZINC,ZINC21AUG24P245,21-AUG-2024,OPTFUT,PE,245,0.01,
MCX,433048,5,1000,ZINC,ZINC21AUG24P242.5,21-AUG-2024,OPTFUT,PE,242.5,0.01,
MCX,433049,5,1000,ZINC,ZINC21AUG24P262.5,21-AUG-2024,OPTFUT,PE,262.5,0.01,
MCX,433050,5,1000,ZINC,ZINC21AUG24P265,21-AUG-2024,OPTFUT,PE,265,0.01,
MCX,433051,5,1000,ZINC,ZINC21AUG24P267.5,21-AUG-2024,OPTFUT,PE,267.5,0.01,
MCX,433052,5,1000,ZINC,ZINC21AUG24P270,21-AUG-2024,OPTFUT,PE,270,0.01,
MCX,433053,5,1000,ZINC,ZINC21AUG24P272.5,21-AUG-2024,OPTFUT,PE,272.5,0.01,
MCX,433054,5,1000,ZINC,ZINC21AUG24P275,21-AUG-2024,OPTFUT,PE,275,0.01,
MCX,433055,5,1000,ZINC,ZINC21AUG24P277.5,21-AUG-2024,OPTFUT,PE,277.5,0.01,
MCX,433224,5,1000,ZINC,ZINC21AUG24C280,21-AUG-2024,OPTFUT,CE,280,0.01,
MCX,433225,5,1000,ZINC,ZINC21AUG24P280,21-AUG-2024,OPTFUT,PE,280,0.01,
MCX,433239,5,1000,ZINC,ZINC21AUG24C282.5,21-AUG-2024,OPTFUT,CE,282.5,0.01,
MCX,433241,5,1000,ZINC,ZINC21AUG24P282.5,21-AUG-2024,OPTFUT,PE,282.5,0.01,
MCX,433310,5,1000,ZINC,ZINC21AUG24C285,21-AUG-2024,OPTFUT,CE,285,0.01,
MCX,433311,5,1000,ZINC,ZINC21AUG24C287.5,21-AUG-2024,OPTFUT,CE,287.5,0.01,
MCX,433317,5,1000,ZINC,ZINC21AUG24P285,21-AUG-2024,OPTFUT,PE,285,0.01,
MCX,433318,5,1000,ZINC,ZINC21AUG24P287.5,21-AUG-2024,OPTFUT,PE,287.5,0.01,
MCX,434257,5,1000,ZINC,ZINC21AUG24C290,21-AUG-2024,OPTFUT,CE,290,0.01,
MCX,434260,5,1000,ZINC,ZINC21AUG24P290,21-AUG-2024,OPTFUT,PE,290,0.01,
MCX,434877,5,1000,ZINC,ZINC21AUG24C292.5,21-AUG-2024,OPTFUT,CE,292.5,0.01,
MCX,434878,5,1000,ZINC,ZINC21AUG24C295,21-AUG-2024,OPTFUT,CE,295,0.01,
MCX,434879,5,1000,ZINC,ZINC21AUG24C297.5,21-AUG-2024,OPTFUT,CE,297.5,0.01,
MCX,434890,5,1000,ZINC,ZINC21AUG24P292.5,21-AUG-2024,OPTFUT,PE,292.5,0.01,
MCX,434891,5,1000,ZINC,ZINC21AUG24P295,21-AUG-2024,OPTFUT,PE,295,0.01,
MCX,434892,5,1000,ZINC,ZINC21AUG24P297.5,21-AUG-2024,OPTFUT,PE,297.5,0.01,
MCX,435205,5,1000,ZINC,ZINC21AUG24C300,21-AUG-2024,OPTFUT,CE,300,0.01,
MCX,435206,5,1000,ZINC,ZINC21AUG24P300,21-AUG-2024,OPTFUT,PE,300,0.01,
MCX,435343,5,1000,ZINC,ZINC19SEP24C267.5,19-SEP-2024,OPTFUT,CE,267.5,0.01,
MCX,435344,5,1000,ZINC,ZINC19SEP24P267.5,19-SEP-2024,OPTFUT,PE,267.5,0.01,
MCX,435386,5,1000,ZINC,ZINC19SEP24C265,19-SEP-2024,OPTFUT,CE,265,0.01,
MCX,435387,5,1000,ZINC,ZINC19SEP24C262.5,19-SEP-2024,OPTFUT,CE,262.5,0.01,
MCX,435388,5,1000,ZINC,ZINC19SEP24C260,19-SEP-2024,OPTFUT,CE,260,0.01,
MCX,435389,5,1000,ZINC,ZINC19SEP24C257.5,19-SEP-2024,OPTFUT,CE,257.5,0.01,
MCX,435390,5,1000,ZINC,ZINC19SEP24C255,19-SEP-2024,OPTFUT,CE,255,0.01,
MCX,435391,5,1000,ZINC,ZINC19SEP24C252.5,19-SEP-2024,OPTFUT,CE,252.5,0.01,
MCX,435392,5,1000,ZINC,ZINC19SEP24C250,19-SEP-2024,OPTFUT,CE,250,0.01,
MCX,435393,5,1000,ZINC,ZINC19SEP24C270,19-SEP-2024,OPTFUT,CE,270,0.01,
MCX,435394,5,1000,ZINC,ZINC19SEP24C272.5,19-SEP-2024,OPTFUT,CE,272.5,0.01,
MCX,435395,5,1000,ZINC,ZINC19SEP24C275,19-SEP-2024,OPTFUT,CE,275,0.01,
MCX,435396,5,1000,ZINC,ZINC19SEP24C277.5,19-SEP-2024,OPTFUT,CE,277.5,0.01,
MCX,435397,5,1000,ZINC,ZINC19SEP24C280,19-SEP-2024,OPTFUT,CE,280,0.01,
MCX,435398,5,1000,ZINC,ZINC19SEP24C282.5,19-SEP-2024,OPTFUT,CE,282.5,0.01,
MCX,435399,5,1000,ZINC,ZINC19SEP24C285,19-SEP-2024,OPTFUT,CE,285,0.01,
MCX,435400,5,1000,ZINC,ZINC19SEP24P265,19-SEP-2024,OPTFUT,PE,265,0.01,
MCX,435401,5,1000,ZINC,ZINC19SEP24P262.5,19-SEP-2024,OPTFUT,PE,262.5,0.01,
MCX,435402,5,1000,ZINC,ZINC19SEP24P260,19-SEP-2024,OPTFUT,PE,260,0.01,
MCX,435403,5,1000,ZINC,ZINC19SEP24P257.5,19-SEP-2024,OPTFUT,PE,257.5,0.01,
MCX,435404,5,1000,ZINC,ZINC19SEP24P255,19-SEP-2024,OPTFUT,PE,255,0.01,
MCX,435405,5,1000,ZINC,ZINC19SEP24P252.5,19-SEP-2024,OPTFUT,PE,252.5,0.01,
MCX,435406,5,1000,ZINC,ZINC19SEP24P250,19-SEP-2024,OPTFUT,PE,250,0.01,
MCX,435407,5,1000,ZINC,ZINC19SEP24P270,19-SEP-2024,OPTFUT,PE,270,0.01,
MCX,435408,5,1000,ZINC,ZINC19SEP24P272.5,19-SEP-2024,OPTFUT,PE,272.5,0.01,
MCX,435409,5,1000,ZINC,ZINC19SEP24P275,19-SEP-2024,OPTFUT,PE,275,0.01,
MCX,435410,5,1000,ZINC,ZINC19SEP24P277.5,19-SEP-2024,OPTFUT,PE,277.5,0.01,
MCX,435411,5,1000,ZINC,ZINC19SEP24P280,19-SEP-2024,OPTFUT,PE,280,0.01,
MCX,435412,5,1000,ZINC,ZINC19SEP24P282.5,19-SEP-2024,OPTFUT,PE,282.5,0.01,
MCX,435413,5,1000,ZINC,ZINC19SEP24P285,19-SEP-2024,OPTFUT,PE,285,0.01,
MCX,435441,5,1000,ZINC,ZINC19SEP24C247.5,19-SEP-2024,OPTFUT,CE,247.5,0.01,
MCX,435442,5,1000,ZINC,ZINC19SEP24P247.5,19-SEP-2024,OPTFUT,PE,247.5,0.01,
MCX,435477,5,1000,ZINC,ZINC19SEP24C245,19-SEP-2024,OPTFUT,CE,245,0.01,
MCX,435478,5,1000,ZINC,ZINC19SEP24P245,19-SEP-2024,OPTFUT,PE,245,0.01,
MCX,435590,5,1000,ZINC,ZINC19SEP24C242.5,19-SEP-2024,OPTFUT,CE,242.5,0.01,
MCX,435591,5,1000,ZINC,ZINC19SEP24P242.5,19-SEP-2024,OPTFUT,PE,242.5,0.01,
MCX,435636,5,1000,ZINC,ZINC19SEP24C240,19-SEP-2024,OPTFUT,CE,240,0.01,
MCX,435637,5,1000,ZINC,ZINC19SEP24C237.5,19-SEP-2024,OPTFUT,CE,237.5,0.01,
MCX,435638,5,1000,ZINC,ZINC19SEP24C235,19-SEP-2024,OPTFUT,CE,235,0.01,
MCX,435639,5,1000,ZINC,ZINC19SEP24C232.5,19-SEP-2024,OPTFUT,CE,232.5,0.01,
MCX,435640,5,1000,ZINC,ZINC19SEP24C230,19-SEP-2024,OPTFUT,CE,230,0.01,
MCX,435641,5,1000,ZINC,ZINC19SEP24P240,19-SEP-2024,OPTFUT,PE,240,0.01,
MCX,435642,5,1000,ZINC,ZINC19SEP24P237.5,19-SEP-2024,OPTFUT,PE,237.5,0.01,
MCX,435643,5,1000,ZINC,ZINC19SEP24P235,19-SEP-2024,OPTFUT,PE,235,0.01,
MCX,435644,5,1000,ZINC,ZINC19SEP24P232.5,19-SEP-2024,OPTFUT,PE,232.5,0.01,
MCX,435645,5,1000,ZINC,ZINC19SEP24P230,19-SEP-2024,OPTFUT,PE,230,0.01,
MCX,435665,5,1000,ZINC,ZINC21AUG24C240,21-AUG-2024,OPTFUT,CE,240,0.01,
MCX,435666,5,1000,ZINC,ZINC21AUG24C237.5,21-AUG-2024,OPTFUT,CE,237.5,0.01,
MCX,435667,5,1000,ZINC,ZINC21AUG24C235,21-AUG-2024,OPTFUT,CE,235,0.01,
MCX,435668,5,1000,ZINC,ZINC21AUG24P240,21-AUG-2024,OPTFUT,PE,240,0.01,
MCX,435669,5,1000,ZINC,ZINC21AUG24P237.5,21-AUG-2024,OPTFUT,PE,237.5,0.01,
MCX,435670,5,1000,ZINC,ZINC21AUG24P235,21-AUG-2024,OPTFUT,PE,235,0.01,
MCX,435679,5,1000,ZINC,ZINC21AUG24C232.5,21-AUG-2024,OPTFUT,CE,232.5,0.01,
MCX,435680,5,1000,ZINC,ZINC21AUG24P232.5,21-AUG-2024,OPTFUT,PE,232.5,0.01,
MCX,435801,5,1000,ZINC,ZINC19SEP24C227.5,19-SEP-2024,OPTFUT,CE,227.5,0.01,
MCX,435802,5,1000,ZINC,ZINC19SEP24P227.5,19-SEP-2024,OPTFUT,PE,227.5,0.01,
MCX,436230,5,1000,ZINC,ZINC19SEP24C225,19-SEP-2024,OPTFUT,CE,225,0.01,
MCX,436231,5,1000,ZINC,ZINC19SEP24P225,19-SEP-2024,OPTFUT,PE,225,0.01,
MCX,436246,5,1000,ZINC,ZINC22OCT24C260,22-OCT-2024,OPTFUT,CE,260,0.01,
MCX,436247,5,1000,ZINC,ZINC22OCT24P260,22-OCT-2024,OPTFUT,PE,260,0.01,
MCX,436284,5,1000,ZINC,ZINC22OCT24C257.5,22-OCT-2024,OPTFUT,CE,257.5,0.01,
MCX,436285,5,1000,ZINC,ZINC22OCT24C255,22-OCT-2024,OPTFUT,CE,255,0.01,
MCX,436286,5,1000,ZINC,ZINC22OCT24C252.5,22-OCT-2024,OPTFUT,CE,252.5,0.01,
MCX,436287,5,1000,ZINC,ZINC22OCT24C250,22-OCT-2024,OPTFUT,CE,250,0.01,
MCX,436288,5,1000,ZINC,ZINC22OCT24C247.5,22-OCT-2024,OPTFUT,CE,247.5,0.01,
MCX,436289,5,1000,ZINC,ZINC22OCT24C245,22-OCT-2024,OPTFUT,CE,245,0.01,
MCX,436290,5,1000,ZINC,ZINC22OCT24C242.5,22-OCT-2024,OPTFUT,CE,242.5,0.01,
MCX,436291,5,1000,ZINC,ZINC22OCT24C262.5,22-OCT-2024,OPTFUT,CE,262.5,0.01,
MCX,436292,5,1000,ZINC,ZINC22OCT24C265,22-OCT-2024,OPTFUT,CE,265,0.01,
MCX,436293,5,1000,ZINC,ZINC22OCT24C267.5,22-OCT-2024,OPTFUT,CE,267.5,0.01,
MCX,436294,5,1000,ZINC,ZINC22OCT24C270,22-OCT-2024,OPTFUT,CE,270,0.01,
MCX,436295,5,1000,ZINC,ZINC22OCT24C272.5,22-OCT-2024,OPTFUT,CE,272.5,0.01,
MCX,436296,5,1000,ZINC,ZINC22OCT24C275,22-OCT-2024,OPTFUT,CE,275,0.01,
MCX,436297,5,1000,ZINC,ZINC22OCT24C277.5,22-OCT-2024,OPTFUT,CE,277.5,0.01,
MCX,436298,5,1000,ZINC,ZINC22OCT24P257.5,22-OCT-2024,OPTFUT,PE,257.5,0.01,
MCX,436299,5,1000,ZINC,ZINC22OCT24P255,22-OCT-2024,OPTFUT,PE,255,0.01,
MCX,436300,5,1000,ZINC,ZINC22OCT24P252.5,22-OCT-2024,OPTFUT,PE,252.5,0.01,
MCX,436301,5,1000,ZINC,ZINC22OCT24P250,22-OCT-2024,OPTFUT,PE,250,0.01,
MCX,436302,5,1000,ZINC,ZINC22OCT24P247.5,22-OCT-2024,OPTFUT,PE,247.5,0.01,
MCX,436303,5,1000,ZINC,ZINC22OCT24P245,22-OCT-2024,OPTFUT,PE,245,0.01,
MCX,436304,5,1000,ZINC,ZINC22OCT24P242.5,22-OCT-2024,OPTFUT,PE,242.5,0.01,
MCX,436305,5,1000,ZINC,ZINC22OCT24P262.5,22-OCT-2024,OPTFUT,PE,262.5,0.01,
MCX,436306,5,1000,ZINC,ZINC22OCT24P265,22-OCT-2024,OPTFUT,PE,265,0.01,
MCX,436307,5,1000,ZINC,ZINC22OCT24P267.5,22-OCT-2024,OPTFUT,PE,267.5,0.01,
MCX,436308,5,1000,ZINC,ZINC22OCT24P270,22-OCT-2024,OPTFUT,PE,270,0.01,
MCX,436309,5,1000,ZINC,ZINC22OCT24P272.5,22-OCT-2024,OPTFUT,PE,272.5,0.01,
MCX,436310,5,1000,ZINC,ZINC22OCT24P275,22-OCT-2024,OPTFUT,PE,275,0.01,
MCX,436311,5,1000,ZINC,ZINC22OCT24P277.5,22-OCT-2024,OPTFUT,PE,277.5,0.01,
MCX,436377,5,1000,ZINC,ZINC22OCT24C280,22-OCT-2024,OPTFUT,CE,280,0.01,
MCX,436378,5,1000,ZINC,ZINC22OCT24C282.5,22-OCT-2024,OPTFUT,CE,282.5,0.01,
MCX,436379,5,1000,ZINC,ZINC22OCT24P280,22-OCT-2024,OPTFUT,PE,280,0.01,
MCX,436380,5,1000,ZINC,ZINC22OCT24P282.5,22-OCT-2024,OPTFUT,PE,282.5,0.01,
MCX,436522,5,1000,ZINC,ZINC19SEP24C287.5,19-SEP-2024,OPTFUT,CE,287.5,0.01,
MCX,436523,5,1000,ZINC,ZINC22OCT24C285,22-OCT-2024,OPTFUT,CE,285,0.01,
MCX,436524,5,1000,ZINC,ZINC19SEP24P287.5,19-SEP-2024,OPTFUT,PE,287.5,0.01,
MCX,436525,5,1000,ZINC,ZINC22OCT24P285,22-OCT-2024,OPTFUT,PE,285,0.01,
MCX,436570,5,1000,ZINC,ZINC19SEP24C290,19-SEP-2024,OPTFUT,CE,290,0.01,
MCX,436571,5,1000,ZINC,ZINC19SEP24P290,19-SEP-2024,OPTFUT,PE,290,0.01,
MCX,436918,5,1000,ZINC,ZINC22OCT24C240,22-OCT-2024,OPTFUT,CE,240,0.01,
MCX,436919,5,1000,ZINC,ZINC22OCT24P240,22-OCT-2024,OPTFUT,PE,240,0.01,
MCX,437097,5,1000,ZINC,ZINC22OCT24C237.5,22-OCT-2024,OPTFUT,CE,237.5,0.01,
MCX,437098,5,1000,ZINC,ZINC22OCT24P237.5,22-OCT-2024,OPTFUT,PE,237.5,0.01,
MCX,437235,5,1000,ZINC,ZINC22OCT24C235,22-OCT-2024,OPTFUT,CE,235,0.01,
MCX,437236,5,1000,ZINC,ZINC22OCT24C232.5,22-OCT-2024,OPTFUT,CE,232.5,0.01,
MCX,437237,5,1000,ZINC,ZINC22OCT24C230,22-OCT-2024,OPTFUT,CE,230,0.01,
MCX,437238,5,1000,ZINC,ZINC22OCT24C227.5,22-OCT-2024,OPTFUT,CE,227.5,0.01,
MCX,437239,5,1000,ZINC,ZINC22OCT24P235,22-OCT-2024,OPTFUT,PE,235,0.01,
MCX,437240,5,1000,ZINC,ZINC22OCT24P232.5,22-OCT-2024,OPTFUT,PE,232.5,0.01,
MCX,437241,5,1000,ZINC,ZINC22OCT24P230,22-OCT-2024,OPTFUT,PE,230,0.01,
MCX,437242,5,1000,ZINC,ZINC22OCT24P227.5,22-OCT-2024,OPTFUT,PE,227.5,0.01,
MCX,437559,5,1000,ZINC,ZINC22OCT24C225,22-OCT-2024,OPTFUT,CE,225,0.01,
MCX,437560,5,1000,ZINC,ZINC22OCT24P225,22-OCT-2024,OPTFUT,PE,225,0.01,
MCX,437977,5,1000,ZINC,ZINC20NOV24C252.5,20-NOV-2024,OPTFUT,CE,252.5,0.01,
MCX,437978,5,1000,ZINC,ZINC20NOV24P252.5,20-NOV-2024,OPTFUT,PE,252.5,0.01,
MCX,438025,5,1000,ZINC,ZINC20NOV24C250,20-NOV-2024,OPTFUT,CE,250,0.01,
MCX,438026,5,1000,ZINC,ZINC20NOV24C247.5,20-NOV-2024,OPTFUT,CE,247.5,0.01,
MCX,438027,5,1000,ZINC,ZINC20NOV24C245,20-NOV-2024,OPTFUT,CE,245,0.01,
MCX,438028,5,1000,ZINC,ZINC20NOV24C242.5,20-NOV-2024,OPTFUT,CE,242.5,0.01,
MCX,438029,5,1000,ZINC,ZINC20NOV24C240,20-NOV-2024,OPTFUT,CE,240,0.01,
MCX,438030,5,1000,ZINC,ZINC20NOV24C237.5,20-NOV-2024,OPTFUT,CE,237.5,0.01,
MCX,438031,5,1000,ZINC,ZINC20NOV24C235,20-NOV-2024,OPTFUT,CE,235,0.01,
MCX,438032,5,1000,ZINC,ZINC20NOV24C255,20-NOV-2024,OPTFUT,CE,255,0.01,
MCX,438033,5,1000,ZINC,ZINC20NOV24C257.5,20-NOV-2024,OPTFUT,CE,257.5,0.01,
MCX,438034,5,1000,ZINC,ZINC20NOV24C260,20-NOV-2024,OPTFUT,CE,260,0.01,
MCX,438035,5,1000,ZINC,ZINC20NOV24C262.5,20-NOV-2024,OPTFUT,CE,262.5,0.01,
MCX,438036,5,1000,ZINC,ZINC20NOV24C265,20-NOV-2024,OPTFUT,CE,265,0.01,
MCX,438037,5,1000,ZINC,ZINC20NOV24C267.5,20-NOV-2024,OPTFUT,CE,267.5,0.01,
MCX,438038,5,1000,ZINC,ZINC20NOV24C270,20-NOV-2024,OPTFUT,CE,270,0.01,
MCX,438039,5,1000,ZINC,ZINC20NOV24P250,20-NOV-2024,OPTFUT,PE,250,0.01,
MCX,438040,5,1000,ZINC,ZINC20NOV24P247.5,20-NOV-2024,OPTFUT,PE,247.5,0.01,
MCX,438041,5,1000,ZINC,ZINC20NOV24P245,20-NOV-2024,OPTFUT,PE,245,0.01,
MCX,438042,5,1000,ZINC,ZINC20NOV24P242.5,20-NOV-2024,OPTFUT,PE,242.5,0.01,
MCX,438043,5,1000,ZINC,ZINC20NOV24P240,20-NOV-2024,OPTFUT,PE,240,0.01,
MCX,438044,5,1000,ZINC,ZINC20NOV24P237.5,20-NOV-2024,OPTFUT,PE,237.5,0.01,
MCX,438045,5,1000,ZINC,ZINC20NOV24P235,20-NOV-2024,OPTFUT,PE,235,0.01,
MCX,438046,5,1000,ZINC,ZINC20NOV24P255,20-NOV-2024,OPTFUT,PE,255,0.01,
MCX,438047,5,1000,ZINC,ZINC20NOV24P257.5,20-NOV-2024,OPTFUT,PE,257.5,0.01,
MCX,438048,5,1000,ZINC,ZINC20NOV24P260,20-NOV-2024,OPTFUT,PE,260,0.01,
MCX,438049,5,1000,ZINC,ZINC20NOV24P262.5,20-NOV-2024,OPTFUT,PE,262.5,0.01,
MCX,438050,5,1000,ZINC,ZINC20NOV24P265,20-NOV-2024,OPTFUT,PE,265,0.01,
MCX,438051,5,1000,ZINC,ZINC20NOV24P267.5,20-NOV-2024,OPTFUT,PE,267.5,0.01,
MCX,438052,5,1000,ZINC,ZINC20NOV24P270,20-NOV-2024,OPTFUT,PE,270,0.01,
MCX,438063,5,1000,ZINC,ZINC20NOV24C232.5,20-NOV-2024,OPTFUT,CE,232.5,0.01,
MCX,438064,5,1000,ZINC,ZINC20NOV24P232.5,20-NOV-2024,OPTFUT,PE,232.5,0.01,
MCX,438332,5,1000,ZINC,ZINC21AUG24C230,21-AUG-2024,OPTFUT,CE,230,0.01,
MCX,438333,5,1000,ZINC,ZINC20NOV24C230,20-NOV-2024,OPTFUT,CE,230,0.01,
MCX,438334,5,1000,ZINC,ZINC20NOV24C227.5,20-NOV-2024,OPTFUT,CE,227.5,0.01,
MCX,438335,5,1000,ZINC,ZINC21AUG24P230,21-AUG-2024,OPTFUT,PE,230,0.01,
MCX,438336,5,1000,ZINC,ZINC20NOV24P230,20-NOV-2024,OPTFUT,PE,230,0.01,
MCX,438337,5,1000,ZINC,ZINC20NOV24P227.5,20-NOV-2024,OPTFUT,PE,227.5,0.01,
MCX,438346,5,1000,ZINC,ZINC20NOV24C225,20-NOV-2024,OPTFUT,CE,225,0.01,
MCX,438347,5,1000,ZINC,ZINC20NOV24P225,20-NOV-2024,OPTFUT,PE,225,0.01,
MCX,438372,5,1000,ZINC,ZINC21AUG24C227.5,21-AUG-2024,OPTFUT,CE,227.5,0.01,
MCX,438373,5,1000,ZINC,ZINC21AUG24P227.5,21-AUG-2024,OPTFUT,PE,227.5,0.01,
MCX,430390,5,1000,ALUMINIUM,ALUMINIUM30AUG24,30-AUG-2024,FUTCOM,XX,0,0.05,
MCX,432992,5,1000,ALUMINIUM,ALUMINIUM30SEP24,30-SEP-2024,FUTCOM,XX,0,0.05,
MCX,435346,5,1000,ALUMINIUM,ALUMINIUM31OCT24,31-OCT-2024,FUTCOM,XX,0,0.05,
MCX,436236,5,1000,ALUMINIUM,ALUMINIUM29NOV24,29-NOV-2024,FUTCOM,XX,0,0.05,
